codigo_ocorrencia;ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;total_recomendacoes
78546;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;18/02/2019;11:03:00;0
78595;INCIDENTE GRAVE;PARAÚNA;GO;BRASIL;;19/02/2019;12:00:00;0
78544;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;20/02/2019;14:45:00;0
78549;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;20/02/2019;01:20:00;0
78557;INCIDENTE GRAVE;CAARAPÓ;MS;BRASIL;;21/02/2019;11:30:00;0
78552;ACIDENTE;LONDRINA;PR;BRASIL;SSOK;22/02/2019;14:00:00;1
78556;INCIDENTE;GOIÂNIA;GO;BRASIL;SBGO;22/02/2019;14:30:00;0
78548;ACIDENTE;JACAREACANGA;PA;BRASIL;;23/02/2019;15:46:00;0
78550;ACIDENTE;SÃO DESIDÉRIO;BA;BRASIL;;23/02/2019;11:05:00;1
78551;ACIDENTE;BIRITIBA-MIRIM;SP;BRASIL;SDIH;23/02/2019;22:00:00;0
78553;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;24/02/2019;18:58:00;0
78554;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;24/02/2019;01:00:00;0
78560;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;27/02/2019;17:50:00;0
78562;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;01/03/2019;14:35:00;0
78563;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;SBRP;02/03/2019;13:00:00;0
78568;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;02/03/2019;20:00:00;0
78571;INCIDENTE;CAMPO LARGO;PR;BRASIL;;02/03/2019;19:25:00;0
78564;ACIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;03/03/2019;20:35:00;3
78575;INCIDENTE GRAVE;QUIRINÓPOLIS;GO;BRASIL;SJQN;05/03/2019;16:15:00;0
78570;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;SBRP;06/03/2019;01:44:00;0
78572;INCIDENTE GRAVE;NOVO PROGRESSO;PA;BRASIL;;06/03/2019;20:40:00;0
78576;INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;SBSJ;08/03/2019;18:00:00;0
78578;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;08/03/2019;20:29:00;0
78601;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;08/03/2019;21:37:00;0
79494;ACIDENTE;LUIZ ALVES;SC;BRASIL;;08/03/2019;11:15:00;2
78579;ACIDENTE;AQUIRAZ;CE;BRASIL;;09/03/2019;17:40:00;2
78580;INCIDENTE;GUARULHOS;SP;BRASIL;;09/03/2019;10:40:00;0
78583;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;09/03/2019;02:30:00;0
78587;ACIDENTE;VILA NOVA DOS MARTÍRIOS;MA;BRASIL;;09/03/2019;19:40:00;1
78582;ACIDENTE;RIO PARDO;RS;BRASIL;;11/03/2019;09:45:00;0
78585;INCIDENTE;UBERABA;MG;BRASIL;;11/03/2019;16:36:00;0
78586;INCIDENTE;CURITIBA;PR;BRASIL;SBBI;12/03/2019;15:00:00;0
78589;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;12/03/2019;22:57:00;0
78590;INCIDENTE GRAVE;CAMPINAS;SP;BRASIL;SBKP;12/03/2019;22:30:00;6
78588;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;13/03/2019;09:47:00;0
78591;INCIDENTE;BARREIRAS;BA;BRASIL;SNBR;14/03/2019;18:17:00;0
78593;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;15/03/2019;14:10:00;0
78596;INCIDENTE;COARI;AM;BRASIL;;16/03/2019;12:55:00;0
78597;INCIDENTE;BRASÍLIA;DF;BRASIL;;16/03/2019;22:10:00;0
78603;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;SBCT;16/03/2019;03:20:00;0
78624;INCIDENTE;PONTA PORÃ;MS;BRASIL;SBPP;17/03/2019;18:14:00;0
78616;ACIDENTE;CAMPINA VERDE;MG;BRASIL;SNCV;18/03/2019;20:00:00;0
78599;INCIDENTE GRAVE;TUPACIGUARA;MG;BRASIL;;19/03/2019;15:21:00;0
78604;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;SBCT;20/03/2019;21:20:00;0
78605;ACIDENTE;CAIABU;SP;BRASIL;SDQG;21/03/2019;20:00:00;0
78608;ACIDENTE;SANTA INÊS;MA;BRASIL;SJBY;21/03/2019;11:20:00;0
78623;INCIDENTE;NAVEGANTES;SC;BRASIL;SBNF;21/03/2019;14:59:00;0
78607;ACIDENTE;MATÃO;SP;BRASIL;;22/03/2019;12:30:00;2
78609;ACIDENTE;CAFEZAL DO SUL;PR;BRASIL;;22/03/2019;11:40:00;1
78610;ACIDENTE;BENTO GONÇALVES;RS;BRASIL;SSBG;23/03/2019;18:08:00;0
78612;ACIDENTE;BIRITIBA-MIRIM;SP;BRASIL;SDIH;23/03/2019;15:30:00;1
78619;ACIDENTE;MONTIVIDIU;GO;BRASIL;;24/03/2019;17:00:00;2
78617;ACIDENTE;NOVA ANDRADINA;MS;BRASIL;;25/03/2019;11:00:00;0
78628;INCIDENTE;GAVIÃO PEIXOTO;SP;BRASIL;SBGP;26/03/2019;12:45:00;0
78620;ACIDENTE;BOM JESUS DOS PERDÕES;SP;BRASIL;;27/03/2019;13:36:00;0
78645;INCIDENTE;FRANCISCO BELTRÃO;PR;BRASIL;SSFB;27/03/2019;17:09:00;0
78627;INCIDENTE GRAVE;GOIATUBA;GO;BRASIL;;29/03/2019;20:00:00;0
78626;ACIDENTE;GUAPÉ;MG;BRASIL;SWFV;30/03/2019;15:10:00;0
78638;INCIDENTE GRAVE;BELO HORIZONTE;MG;BRASIL;SBPR;30/03/2019;18:15:00;0
78625;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;31/03/2019;17:43:00;0
78629;ACIDENTE;CAMPINAS;SP;BRASIL;;01/04/2019;02:47:00;0
78631;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;SBCT;02/04/2019;18:02:00;0
78637;INCIDENTE;FORTALEZA;CE;BRASIL;SBFZ;02/04/2019;21:27:00;0
78632;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;03/04/2019;13:40:00;0
78636;INCIDENTE;CONFINS;MG;BRASIL;SBCF;03/04/2019;20:38:00;0
78635;INCIDENTE;OURO FINO;MG;BRASIL;SNOF;04/04/2019;00:00:00;0
78653;INCIDENTE GRAVE;CORUMBÁ;MS;BRASIL;;05/04/2019;12:55:00;0
78640;ACIDENTE;ABADIA DE GOIÁS;GO;BRASIL;;07/04/2019;20:00:00;0
78641;ACIDENTE;SANTA ISABEL;GO;BRASIL;;08/04/2019;12:00:00;0
78643;ACIDENTE;BELO HORIZONTE;MG;BRASIL;SBPR;10/04/2019;12:00:00;2
78651;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;10/04/2019;08:24:00;0
78655;ACIDENTE;RIACHÃO DAS NEVES;BA;BRASIL;;11/04/2019;20:30:00;0
78650;INCIDENTE;UBATUBA;SP;BRASIL;SDUB;12/04/2019;15:20:00;0
78652;INCIDENTE GRAVE;GOIÂNIA;GO;BRASIL;SBNV;12/04/2019;19:15:00;0
78657;INCIDENTE GRAVE;PORECATU;PR;BRASIL;;12/04/2019;19:06:00;0
78661;ACIDENTE;ALMEIRIM;PA;BRASIL;;12/04/2019;16:00:00;0
79456;ACIDENTE;NOVO PROGRESSO;PA;BRASIL;SJNP;12/04/2019;09:58:00;0
78656;ACIDENTE;BELO HORIZONTE;MG;BRASIL;SBPR;13/04/2019;18:00:00;0
78662;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;15/04/2019;18:30:00;0
79064;INCIDENTE GRAVE;GOIÂNIA;GO;BRASIL;SBGO;15/04/2019;09:35:00;1
78665;INCIDENTE;CARAUARI;AM;BRASIL;SWCA;16/04/2019;14:52:00;0
78669;INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;17/04/2019;13:34:00;0
78673;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;18/04/2019;15:40:00;0
78674;INCIDENTE;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;SBSR;18/04/2019;18:50:00;0
78799;INCIDENTE GRAVE;CABO FRIO;RJ;BRASIL;;18/04/2019;21:09:00;2
79061;ACIDENTE;COARI;AM;BRASIL;;19/04/2019;13:00:00;0
79066;INCIDENTE GRAVE;GOIÂNIA;GO;BRASIL;;19/04/2019;12:35:00;0
78684;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;20/04/2019;14:24:00;0
79063;INCIDENTE GRAVE;JAPERI;RJ;BRASIL;;20/04/2019;19:23:00;0
78683;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;21/04/2019;10:05:00;0
78699;INCIDENTE;CAMPO NOVO DO PARECIS;MT;BRASIL;;23/04/2019;16:40:00;0
79086;INCIDENTE;SÃO PAULO;SP;BRASIL;SBGR;23/04/2019;01:00:00;0
78697;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;24/04/2019;13:29:00;0
78703;ACIDENTE;RIBEIRÃO DAS NEVES;MG;BRASIL;;24/04/2019;19:20:00;0
78707;INCIDENTE GRAVE;VITÓRIA DA CONQUISTA;BA;BRASIL;;26/04/2019;15:15:00;0
78710;ACIDENTE;PARAGOMINAS;PA;BRASIL;;26/04/2019;15:40:00;0
78713;INCIDENTE;MANAUS;AM;BRASIL;SBEG;28/04/2019;17:18:00;0
78714;ACIDENTE;PORTO BELO;SC;BRASIL;SDEN;28/04/2019;13:05:00;3
78830;ACIDENTE;ESPIGÃO D'OESTE;RO;BRASIL;;28/04/2019;15:30:00;0
78715;ACIDENTE;AMAPORÃ;PR;BRASIL;;29/04/2019;19:15:00;0
78716;INCIDENTE;SÃO PAULO;SP;BRASIL;SBGR;30/04/2019;21:03:00;0
78717;ACIDENTE;VISCONDE DO RIO BRANCO;MG;BRASIL;;01/05/2019;19:45:00;0
78718;INCIDENTE;RECIFE;PE;BRASIL;SBRF;02/05/2019;10:01:00;0
78719;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;03/05/2019;16:15:00;0
78812;ACIDENTE;CONCÓRDIA;SC;BRASIL;SSCK;03/05/2019;21:45:00;0
78813;ACIDENTE;VILA RICA;MT;BRASIL;SWVC;03/05/2019;11:30:00;0
78814;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;BRASIL;SBCP;03/05/2019;10:15:00;0
78810;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;04/05/2019;21:00:00;0
78811;INCIDENTE GRAVE;ITAQUIRAÍ;MS;BRASIL;;04/05/2019;20:30:00;0
78797;INCIDENTE;CONFINS;MG;BRASIL;SBCF;05/05/2019;20:21:00;0
78798;INCIDENTE;RIO BRANCO;AC;BRASIL;SBRB;05/05/2019;23:45:00;0
78796;ACIDENTE;NOVO ARIPUANÃ;AM;BRASIL;;06/05/2019;15:00:00;0
78733;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;SBRP;07/05/2019;00:55:00;0
78795;INCIDENTE;MATA DE SÃO JOÃO;BA;BRASIL;SNME;07/05/2019;17:10:00;0
78732;ACIDENTE;SÃO JOÃO DEL REI;MG;BRASIL;;08/05/2019;15:05:00;0
78728;ACIDENTE;PARANAÍBA;MS;BRASIL;;09/05/2019;12:30:00;0
78730;ACIDENTE;PEROLÂNDIA;GO;BRASIL;;09/05/2019;20:30:00;0
78731;INCIDENTE;CURITIBA;PR;BRASIL;SBBI;09/05/2019;22:37:00;0
78727;INCIDENTE;PRIMAVERA DO LESTE;MT;BRASIL;SWPY;10/05/2019;15:30:00;0
78828;INCIDENTE GRAVE;JEQUIÉ;BA;BRASIL;SNJK;12/05/2019;20:40:00;0
78724;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;BRASIL;SBFS;14/05/2019;22:15:00;0
78725;INCIDENTE GRAVE;ÁGUA BOA;MT;BRASIL;SWHP;14/05/2019;18:10:00;0
78726;INCIDENTE GRAVE;SANTA RITA;PB;BRASIL;;14/05/2019;20:02:00;0
78722;ACIDENTE;CAMPO GRANDE;MS;BRASIL;;15/05/2019;10:05:00;0
78723;INCIDENTE;MANAUS;AM;BRASIL;SBEG;15/05/2019;02:30:00;0
78712;ACIDENTE;CANARANA;MT;BRASIL;SJBH;16/05/2019;10:00:00;1
78720;INCIDENTE;CURITIBA;PR;BRASIL;SBBI;16/05/2019;14:14:00;0
78721;INCIDENTE;MARABÁ;PA;BRASIL;SBMA;16/05/2019;13:29:00;0
78709;ACIDENTE;BELÉM;PA;BRASIL;;18/05/2019;15:50:00;1
78711;INCIDENTE GRAVE;LUZIÂNIA;GO;BRASIL;;18/05/2019;17:00:00;0
78708;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;19/05/2019;05:09:00;0
78702;INCIDENTE;GUARULHOS;SP;BRASIL;;20/05/2019;22:06:00;0
78704;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;20/05/2019;19:25:00;0
78706;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;20/05/2019;10:28:00;0
78700;INCIDENTE;BELO HORIZONTE;MG;BRASIL;;22/05/2019;14:20:00;0
78701;INCIDENTE GRAVE;GOIÂNIA;GO;BRASIL;;22/05/2019;14:00:00;0
78698;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBPR;23/05/2019;15:40:00;0
78696;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBPR;26/05/2019;14:00:00;0
78695;ACIDENTE;ESTÂNCIA;SE;BRASIL;;27/05/2019;15:30:00;4
79067;INCIDENTE GRAVE;RIBEIRÃO PRETO;SP;BRASIL;;27/05/2019;11:42:00;0
79060;ACIDENTE;SORRISO;MT;BRASIL;;28/05/2019;10:30:00;0
79062;INCIDENTE GRAVE;GUARANTÃ DO NORTE;MT;BRASIL;;29/05/2019;13:00:00;0
78735;ACIDENTE;CAMPO MOURÃO;PR;BRASIL;;06/06/2019;13:05:00;1
78855;INCIDENTE GRAVE;BELO HORIZONTE;MG;BRASIL;;07/06/2019;15:57:00;0
78737;ACIDENTE;CASCAVEL;PR;BRASIL;;08/06/2019;20:25:00;1
78738;ACIDENTE;IRANDUBA;AM;BRASIL;;08/06/2019;16:45:00;1
79059;ACIDENTE;VIAMÃO;RS;BRASIL;;09/06/2019;19:00:00;0
78741;INCIDENTE GRAVE;CAMPO GRANDE;MS;BRASIL;SSKG;12/06/2019;19:00:00;0
78740;ACIDENTE;MANAUS;AM;BRASIL;SBEG;15/06/2019;16:10:00;7
78743;ACIDENTE;LAGES;SC;BRASIL;SBLJ;18/06/2019;14:53:00;1
78744;ACIDENTE;ITABORAÍ;RJ;BRASIL;;22/06/2019;12:45:00;0
78746;ACIDENTE;IBIRÁ;SP;BRASIL;SWYV;22/06/2019;21:00:00;0
78856;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;23/06/2019;15:40:00;0
78747;ACIDENTE;PARÁ DE MINAS;MG;BRASIL;;25/06/2019;19:00:00;0
78748;ACIDENTE;ITAITUBA;PA;BRASIL;SBIH;26/06/2019;14:50:00;0
78749;ACIDENTE;CAMOCIM;CE;BRASIL;SNWC;27/06/2019;14:30:00;0
78857;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;;28/06/2019;23:01:00;0
78858;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;BRASIL;;28/06/2019;15:15:00;0
78750;ACIDENTE;CANELA;RS;BRASIL;SSCN;29/06/2019;15:20:00;2
78751;ACIDENTE;ALTA FLORESTA;MT;BRASIL;SWEN;30/06/2019;18:30:00;0
78859;INCIDENTE;SÃO PAULO;SP;BRASIL;SSUB;30/06/2019;19:45:00;0
78752;ACIDENTE;SANTA RITA DO PARDO;MS;BRASIL;;02/07/2019;16:00:00;1
78860;INCIDENTE;CUIABÁ;MT;BRASIL;;03/07/2019;15:00:00;0
78861;INCIDENTE GRAVE;PACAJUS;CE;BRASIL;;03/07/2019;10:30:00;0
78862;INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;03/07/2019;18:43:00;0
78863;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;BRASIL;;05/07/2019;14:53:00;0
78864;INCIDENTE;RIO BRANCO;AC;BRASIL;;05/07/2019;13:10:00;0
78865;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;05/07/2019;13:57:00;0
78866;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;;05/07/2019;00:14:00;0
78753;INCIDENTE GRAVE;CAMPO GRANDE;MS;BRASIL;SBCG;06/07/2019;14:35:00;0
78867;INCIDENTE;IRACEMA;RR;BRASIL;;06/07/2019;00:00:00;0
78754;ACIDENTE;CAROEBE;RR;BRASIL;;07/07/2019;14:00:00;0
78868;INCIDENTE;VITÓRIA;ES;BRASIL;;07/07/2019;12:00:00;0
78755;ACIDENTE;ITAITUBA;PA;BRASIL;;09/07/2019;17:00:00;0
78869;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;09/07/2019;22:00:00;0
78756;INCIDENTE;PARANATINGA;MT;BRASIL;;10/07/2019;14:30:00;0
78757;ACIDENTE;ATIBAIA;SP;BRASIL;SBMT;12/07/2019;17:15:00;0
78758;ACIDENTE;RIBEIRÃO PRETO;SP;BRASIL;SBRP;14/07/2019;13:55:00;1
78870;INCIDENTE GRAVE;ITAPORANGA D'AJUDA;SE;BRASIL;;16/07/2019;18:05:00;0
79088;INCIDENTE;VITÓRIA;ES;BRASIL;SBVT;17/07/2019;01:03:00;0
78759;ACIDENTE;OROCÓ;PE;BRASIL;;18/07/2019;20:30:00;2
78872;INCIDENTE;BRASÍLIA;DF;BRASIL;;18/07/2019;01:00:00;0
78760;ACIDENTE;AMERICANA;SP;BRASIL;SDAI;20/07/2019;14:40:00;0
79593;INCIDENTE;SANTO ANTÔNIO DA PLATINA;PR;BRASIL;;20/07/2019;11:00:00;0
78761;ACIDENTE;ATIBAIA;SP;BRASIL;SDTB;21/07/2019;14:00:00;0
78762;ACIDENTE;BRAGANÇA PAULISTA;SP;BRASIL;SDVH;21/07/2019;20:00:00;0
78873;INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;SBSJ;22/07/2019;15:07:00;0
78763;ACIDENTE;IPIXUNA;AM;BRASIL;;23/07/2019;21:00:00;0
78764;ACIDENTE;COARI;AM;BRASIL;;23/07/2019;22:15:00;1
79085;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;;24/07/2019;22:45:00;0
78765;ACIDENTE;AUTAZES;AM;BRASIL;;25/07/2019;11:20:00;0
78874;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;25/07/2019;11:19:00;0
78766;ACIDENTE;CRUZEIRO DO SUL;AC;BRASIL;SBCZ;26/07/2019;21:40:00;1
78875;INCIDENTE;PORTO ALEGRE;RS;BRASIL;;26/07/2019;07:45:00;0
78767;ACIDENTE;ITAITUBA;PA;BRASIL;;27/07/2019;19:00:00;0
78768;ACIDENTE;BRAGANÇA PAULISTA;SP;BRASIL;SDVH;27/07/2019;17:15:00;1
78876;INCIDENTE;SÃO PAULO;SP;BRASIL;;27/07/2019;23:15:00;0
78877;INCIDENTE GRAVE;JACUPIRANGA;SP;BRASIL;;27/07/2019;14:25:00;0
78878;INCIDENTE;CARAUARI;AM;BRASIL;;28/07/2019;17:41:00;0
78879;INCIDENTE;CASCAVEL;PR;BRASIL;SBCA;28/07/2019;20:00:00;0
78880;INCIDENTE;RECIFE;PE;BRASIL;SBRF;31/07/2019;13:50:00;0
78881;INCIDENTE GRAVE;FELIXLÂNDIA;MG;BRASIL;;31/07/2019;09:00:00;0
78882;INCIDENTE GRAVE;JAGUARÉ;ES;BRASIL;;01/08/2019;12:30:00;0
78883;INCIDENTE;SÃO PAULO;SP;BRASIL;;03/08/2019;17:30:00;0
78884;INCIDENTE;BOITUVA;SP;BRASIL;SDCO;03/08/2019;21:09:00;0
78769;ACIDENTE;ORIXIMINÁ;PA;BRASIL;;04/08/2019;17:30:00;0
78885;INCIDENTE;CAMPINAS;SP;BRASIL;;04/08/2019;16:08:00;0
78886;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;05/08/2019;19:28:00;0
78887;INCIDENTE;RECIFE;PE;BRASIL;;05/08/2019;12:10:00;0
78888;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;;06/08/2019;13:06:00;0
78770;ACIDENTE;MANAUS;AM;BRASIL;SWFN;07/08/2019;14:10:00;0
78889;INCIDENTE GRAVE;LAVRAS;MG;BRASIL;;07/08/2019;16:19:00;0
78890;INCIDENTE;GOIÂNIA;GO;BRASIL;;07/08/2019;14:20:00;0
78891;INCIDENTE;NAVEGANTES;SC;BRASIL;;07/08/2019;18:50:00;0
78892;INCIDENTE;CONFINS;MG;BRASIL;;07/08/2019;08:37:00;0
78893;INCIDENTE;CUIABÁ;MT;BRASIL;SBCY;07/08/2019;22:00:00;0
78894;INCIDENTE;CANELA;RS;BRASIL;SSCN;07/08/2019;16:55:00;0
78771;INCIDENTE GRAVE;TERESINA;PI;BRASIL;SBTE;08/08/2019;20:40:00;0
78895;INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;08/08/2019;17:45:00;0
78896;INCIDENTE;PORTO BELO;SC;BRASIL;SDEN;08/08/2019;12:15:00;0
79665;INCIDENTE GRAVE;TERESINA;PI;BRASIL;;08/08/2019;20:40:00;2
78897;INCIDENTE;CAMPO GRANDE;MS;BRASIL;SBCG;09/08/2019;14:00:00;0
78898;INCIDENTE GRAVE;UBATUBA;SP;BRASIL;SDUB;09/08/2019;12:35:00;0
78899;INCIDENTE;CONFINS;MG;BRASIL;;10/08/2019;14:29:00;0
78772;ACIDENTE;ALTAMIRA;PA;BRASIL;;11/08/2019;17:00:00;0
78900;INCIDENTE GRAVE;CABREÚVA;SP;BRASIL;;11/08/2019;12:40:00;0
78901;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;12/08/2019;14:49:00;0
78902;INCIDENTE GRAVE;IMPERATRIZ;MA;BRASIL;SBIZ;14/08/2019;02:25:00;0
78903;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;15/08/2019;04:47:00;0
78773;ACIDENTE;PIRAQUARA;PR;BRASIL;SISY;17/08/2019;12:00:00;3
78904;INCIDENTE;PORTO VELHO;RO;BRASIL;SBPV;18/08/2019;18:43:00;0
78905;INCIDENTE;MACAPÁ;AP;BRASIL;SBMQ;19/08/2019;19:16:00;0
78906;INCIDENTE;BARCELOS;AM;BRASIL;;19/08/2019;12:30:00;0
78907;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;SBFL;19/08/2019;09:20:00;0
78774;ACIDENTE;EUNÁPOLIS;BA;BRASIL;;20/08/2019;18:00:00;4
78775;ACIDENTE;SINOP;MT;BRASIL;;20/08/2019;20:35:00;0
78908;INCIDENTE;SALVADOR;BA;BRASIL;;21/08/2019;12:00:00;0
78909;INCIDENTE;MANGARATIBA;RJ;BRASIL;;21/08/2019;17:30:00;0
78911;INCIDENTE;CONFINS;MG;BRASIL;;22/08/2019;00:12:00;0
78910;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;;23/08/2019;01:00:00;0
78913;INCIDENTE;RECIFE;PE;BRASIL;;24/08/2019;03:22:00;0
78776;ACIDENTE;BURITI ALEGRE;GO;BRASIL;;25/08/2019;00:30:00;0
78912;INCIDENTE GRAVE;BRAGANÇA PAULISTA;SP;BRASIL;SDVH;25/08/2019;20:50:00;0
78914;INCIDENTE GRAVE;GARIBALDI;RS;BRASIL;SSGA;25/08/2019;12:00:00;0
78915;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;25/08/2019;02:06:00;0
78916;INCIDENTE;BRASÍLIA;DF;BRASIL;;27/08/2019;21:15:00;0
78917;INCIDENTE;CAMPINAS;SP;BRASIL;;27/08/2019;12:10:00;0
78918;INCIDENTE;CAMPINAS;SP;BRASIL;;27/08/2019;03:23:00;0
78919;INCIDENTE;CAMPO GRANDE;MS;BRASIL;SBCG;29/08/2019;14:10:00;0
79106;ACIDENTE;RONDONÓPOLIS;MT;BRASIL;;29/08/2019;12:00:00;0
78920;INCIDENTE;BELO HORIZONTE;MG;BRASIL;;30/08/2019;10:45:00;0
78921;INCIDENTE;JUAZEIRO DO NORTE;CE;BRASIL;SBJU;02/09/2019;08:00:00;0
79105;ACIDENTE;CAMPO DO TENENTE;PR;BRASIL;;02/09/2019;17:10:00;0
78922;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;;03/09/2019;22:59:00;0
78923;INCIDENTE GRAVE;CANUTAMA;AM;BRASIL;;03/09/2019;14:00:00;0
78924;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;;03/09/2019;12:23:00;0
78777;ACIDENTE;PIEDADE;SP;BRASIL;;04/09/2019;18:30:00;0
78778;ACIDENTE;ITAITUBA;PA;BRASIL;;04/09/2019;18:30:00;0
78779;ACIDENTE;RIO GRANDE;RS;BRASIL;;05/09/2019;10:50:00;1
78927;INCIDENTE;TERESINA;PI;BRASIL;;05/09/2019;00:25:00;0
78925;INCIDENTE;BELÉM;PA;BRASIL;;06/09/2019;11:39:00;0
78926;INCIDENTE;SINOP;MT;BRASIL;;06/09/2019;14:27:00;0
78780;ACIDENTE;ATIBAIA;SP;BRASIL;SDTB;07/09/2019;20:00:00;0
78781;ACIDENTE;ITAGUARA;MG;BRASIL;;07/09/2019;20:02:00;0
78782;ACIDENTE;IVINHEMA;MS;BRASIL;;08/09/2019;17:45:00;0
78928;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;08/09/2019;15:10:00;0
78929;INCIDENTE;PORTO ESPERIDIÃO;MT;BRASIL;SWEW;10/09/2019;16:10:00;0
78930;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;10/09/2019;20:01:00;0
79087;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;11/09/2019;03:09:00;0
78932;INCIDENTE GRAVE;ESMERALDAS;MG;BRASIL;;12/09/2019;20:00:00;0
78783;ACIDENTE;RIO VERDE;GO;BRASIL;;13/09/2019;17:00:00;0
78933;INCIDENTE GRAVE;TRINDADE;GO;BRASIL;;13/09/2019;19:40:00;0
78784;INCIDENTE GRAVE;ITAITUBA;PA;BRASIL;SBIH;16/09/2019;20:30:00;0
78785;ACIDENTE;MANAUS;AM;BRASIL;SBEG;16/09/2019;16:26:00;0
78786;ACIDENTE;GUARANTÃ DO NORTE;MT;BRASIL;;16/09/2019;22:12:00;0
78934;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;16/09/2019;10:10:00;0
78935;INCIDENTE GRAVE;PIEDADE;SP;BRASIL;;16/09/2019;17:19:00;0
78936;INCIDENTE;CAMPO GRANDE;MS;BRASIL;;18/09/2019;13:13:00;0
78937;INCIDENTE GRAVE;AQUIDAUANA;MS;BRASIL;;18/09/2019;21:00:00;0
78938;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SDCO;19/09/2019;18:08:00;0
78939;INCIDENTE;UBERLÂNDIA;MG;BRASIL;;19/09/2019;15:21:00;0
78940;INCIDENTE GRAVE;PORTO WALTER;AC;BRASIL;;20/09/2019;15:00:00;0
78941;INCIDENTE;CANTAGALO;RJ;BRASIL;;21/09/2019;12:00:00;0
79123;ACIDENTE;ANTONINA;PR;BRASIL;;21/09/2019;18:30:00;0
